chr	start	end	width	nvar	copy_number	lohtype	major_allele	minor_allele
chr1	15118	701299	686181.0	6	6	HET		
chr1	702650	12948317	12245667.0	6	6	HET		
chr1	12952714	13456040	503326.0	6	7	ASCNA		
chr1	13460196	16832231	3372035.0	6	6	HET		
chr1	16832446	17254079	421633.0	6	7	ASCNA		
chr1	17270751	121333458	104062707.0	6	6	HET		
chr1	121356834	121483285	126451.0	6	6	HET		
chr1	142567907	145379794	2811887.0	6	6	HET		
chr1	145380802	147369031	1988229.0	6	6	HET		
chr1	147373447	149104834	1731387.0	6	6	HET		
chr1	149223212	191018978	41795766.0	6	6	HET		
chr1	191020093	204566700	13546607.0	6	9	ASCNA		
chr1	204566999	249239659	44672660.0	6	6	HET		
chr2	11124	87171068	87159944.0	6	6	HET		
chr2	87172098	88283445	1111347.0	6	6	HET		
chr2	88284507	90281304	1996797.0	6	6	HET		
chr2	90281412	92325448	2044036.0	6	6	HET		
chr2	95329863	97860223	2530360.0	6	6	HET		
chr2	97860487	98013814	153327.0	6	6	HET		
chr2	98018864	114299986	16281122.0	6	6	HET		
chr2	114300288	114376459	76171.0	6	8	ASCNA		
chr2	114377192	130795379	16418187.0	6	6	HET		
chr2	130797380	130855708	58328.0	6	6	HET		
chr2	130856266	131995116	1138850.0	6	6	HET		
chr2	131997331	132018915	21584.0	6	8	ASCNA		
chr2	132019790	223772777	91752987.0	6	6	HET		
chr2	223774357	243158888	19384531.0	6	4	HET		
chr3	60197	69059084	68998887.0	6	6	HET		
chr3	69424387	71726273	2301886.0	6	6	HET		
chr3	71746105	90504645	18758540.0	6	6	HET		
chr3	93508147	195212444	101704297.0	6	6	HET		
chr3	195213605	195230113	16508.0	6	8	ASCNA		
chr3	195230259	195366827	136568.0	6	5	HET		
chr3	195367267	195544233	176966.0	6	8	ASCNA		
chr3	195555700	195669849	114149.0	6	6	HET		
chr3	195670362	195723937	53575.0	6	8	ASCNA		
chr3	195724614	197748898	2024284.0	6	6	HET		
chr4	11765	68511	56746.0	6	7	ASCNA		
chr4	81303	49102385	49021082.0	6	6	HET		
chr4	49103102	49659190	556088.0	6	5	HET		
chr4	52684820	190962237	138277417.0	6	6	HET		
chr4	190962467	191043542	81075.0	6	7	ASCNA		
chr5	20795	46389941	46369146.0	6	6	NLOH		
chr5	49410021	68787581	19377560.0	6	6	HET		
chr5	68821415	70624709	1803294.0	6	6	HET		
chr5	70656089	90060782	19404693.0	6	6	HET		
chr5	90463764	103291994	12828230.0	6	6	HET		
chr5	103321193	120003486	16682293.0	6	6	HET		
chr5	120012036	156082152	36070116.0	6	3	DLOH		
chr5	156082997	156095084	12087.0	6	4	DLOH		
chr5	156103226	156664205	560979.0	6	3	DLOH		
chr5	156666039	175339984	18673945.0	6	6	HET		
chr5	175341059	175481095	140036.0	6	6	HET		
chr5	175484965	177122775	1637810.0	6	6	HET		
chr5	177126257	177357964	231707.0	6	6	HET		
chr5	177358447	180827921	3469474.0	6	6	HET		
chr6	93901	26739867	26645966.0	6	6	HET		
chr6	26740610	26756464	15854.0	6	7	ASCNA		
chr6	26759237	35747108	8987871.0	6	6	HET		
chr6	35755658	35762755	7097.0	6	7	ASCNA		
chr6	35763017	58780113	23017096.0	6	6	NLOH		
chr6	61914150	79678327	17764177.0	6	6	NLOH		
chr6	79682367	79798072	115705.0	6	3	DLOH		
chr6	79803827	170772209	90968382.0	6	6	HET		
chr6	170772252	171052628	280376.0	6	6	HET		
chr7	19785	57011494	56991709.0	6	6	HET		
chr7	57011700	57193318	181618.0	6	5	HET		
chr7	57195648	58053875	858227.0	6	6	HET		
chr7	61054652	61970119	915467.0	6	6	HET		
chr7	61971009	62948372	977363.0	6	6	HET		
chr7	62949566	63124476	174910.0	6	6	HET		
chr7	63125778	76062770	12936992.0	6	6	HET		
chr7	76064480	102114749	26050269.0	6	6	HET		
chr7	102115212	102310099	194887.0	6	6	HET		
chr7	102312248	143878206	41565958.0	6	6	HET		
chr7	143882454	144027200	144746.0	6	7	ASCNA		
chr7	144028496	158930122	14901626.0	6	6	HET		
chr8	20820	142737	121917.0	6	6	HET		
chr8	142773	7025608	6882835.0	6	6	HET		
chr8	7042555	12458990	5416435.0	6	6	HET		
chr8	12461498	21232889	8771391.0	6	6	HET		
chr8	21403838	43834094	22430256.0	6	6	HET		
chr8	46846341	146300763	99454422.0	6	6	HET		
chr9	10712	28366040	28355328.0	6	8	ASCNA		
chr9	28366544	38768825	10402281.0	6	6	HET		
chr9	38771110	47249701	8478591.0	6	6	HET		
chr9	65470336	71030721	5560385.0	6	6	HET		
chr9	71031225	141111375	70080150.0	6	6	HET		
chr10	91342	39154728	39063386.0	6	6	HET		
chr10	42355047	42392232	37185.0	6	6	HET		
chr10	42393771	46911408	4517637.0	6	6	HET		
chr10	46912902	47149546	236644.0	6	6	HET		
chr10	47357456	49361305	2003849.0	6	6	NLOH		
chr10	49363009	56445954	7082945.0	6	6	NLOH		
chr10	56446328	56468563	22235.0	6	9	ASCNA		
chr10	56470197	97254632	40784435.0	6	6	HET		
chr10	97337105	114614754	17277649.0	6	6	HET		
chr10	114735931	135455596	20719665.0	6	6	HET		
chr10	135456455	135524009	67554.0	6	7	ASCNA		
chr11	102262	194700	92438.0	6	6	HET		
chr11	195431	51579394	51383963.0	6	6	HET		
chr11	51580114	51592996	12882.0	6	6	HET		
chr11	54694826	114237791	59542965.0	6	6	HET		
chr11	114260229	134875631	20615402.0	6	9	ASCNA		
chr12	61983	162834	100851.0	6	6	HET		
chr12	163272	34856380	34693108.0	6	6	HET		
chr12	37856814	44502471	6645657.0	6	6	HET		
chr12	45239843	54967660	9727817.0	6	6	HET		
