mutation_type	count
non-clustered|DEL|>10Mb	2
non-clustered|DEL|1-10kb	30
non-clustered|DEL|10-100kb	25
non-clustered|DEL|100kb-1Mb	11
non-clustered|DEL|1Mb-10Mb	9
non-clustered|DUP|>10Mb	3
non-clustered|DUP|1-10kb	11
non-clustered|DUP|10-100kb	18
non-clustered|DUP|100kb-1Mb	14
non-clustered|DUP|1Mb-10Mb	11
non-clustered|INV|>10Mb	11
non-clustered|INV|1-10kb	12
non-clustered|INV|10-100kb	14
non-clustered|INV|100kb-1Mb	20
non-clustered|INV|1Mb-10Mb	21
non-clustered|TRA|	142
clustered|DEL|10-100kb	3
clustered|DEL|100kb-1Mb	1
clustered|DUP|10-100kb	2
clustered|DUP|100kb-1Mb	1
clustered|DEL|1-10kb	0
clustered|DEL|1Mb-10Mb	0
clustered|DEL|>10Mb	0
clustered|DUP|1-10kb	0
clustered|DUP|1Mb-10Mb	0
clustered|DUP|>10Mb	0
clustered|INV|1-10kb	0
clustered|INV|10-100kb	0
clustered|INV|100kb-1Mb	0
clustered|INV|1Mb-10Mb	0
clustered|INV|>10Mb	0
clustered|TRA|	0
